Fighter_URL,Height,Weight,Reach,Stance,DoB
http://www.ufcstats.com/fighter-details/6c8072b61c276e67,"5' 5""",125,"64""",Orthodox,"Nov 28, 1987"
http://www.ufcstats.com/fighter-details/a77c71a574132188,--,170,--,,"Aug 15, 1977"
http://www.ufcstats.com/fighter-details/dd4c16777fb2ccf9,"5' 6""",115,"64""",Orthodox,"Sep 19, 1980"
http://www.ufcstats.com/fighter-details/c76ec2bc3a57666a,"5' 10""",155,"73""",Orthodox,"Nov 24, 1985"
http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2,"5' 9""",155,"72""",Southpaw,"Mar 31, 1976"
http://www.ufcstats.com/fighter-details/8e32bfcff3ec1717,--,160,--,,--
http://www.ufcstats.com/fighter-details/e5ecaf884b6da2bc,"5' 10""",170,"70""",Orthodox,"Feb 09, 1976"
http://www.ufcstats.com/fighter-details/dc6d8256ee3dfba5,"5' 9""",185,--,,"Aug 04, 1980"
http://www.ufcstats.com/fighter-details/3138fab619faf4d1,"5' 11""",155,--,Orthodox,--
http://www.ufcstats.com/fighter-details/6dbb1107de9a4a08,"5' 6""",155,--,,"May 10, 1973"
http://www.ufcstats.com/fighter-details/48e96d9cea6d4ab0,"5' 6""",145,--,Orthodox,"Jul 11, 1981"
http://www.ufcstats.com/fighter-details/0b77a05bcbd2de74,"5' 9""",145,"67""",,"Mar 31, 1981"
http://www.ufcstats.com/fighter-details/8b260672a21d1fd6,"5' 9""",155,--,Southpaw,"Apr 29, 1984"
http://www.ufcstats.com/fighter-details/8fa7e0bc052185ce,"5' 8""",155,--,,"May 01, 1986"
http://www.ufcstats.com/fighter-details/e90d9d0681270953,--,185,--,,"Mar 03, 1972"
http://www.ufcstats.com/fighter-details/a0c29b13f7a5df32,--,--,--,,--
http://www.ufcstats.com/fighter-details/1174782eacde9b0c,"6' 4""",240,--,Orthodox,"Oct 01, 1976"
http://www.ufcstats.com/fighter-details/87f0b37f153cf497,"5' 11""",155,--,,"Jul 17, 1990"
http://www.ufcstats.com/fighter-details/dbac0a413af64bbe,"5' 8""",135,"69""",Orthodox,"Mar 31, 1994"
http://www.ufcstats.com/fighter-details/2eab7a6c8b0ed8cc,"6' 1""",205,--,Orthodox,--
http://www.ufcstats.com/fighter-details/987b80f57190d6d0,"5' 9""",135,--,,"Nov 30, 1990"
http://www.ufcstats.com/fighter-details/cecd72feb0d640e3,--,185,--,,"Apr 24, 1989"
http://www.ufcstats.com/fighter-details/9123c54d0a2b72dd,"6' 5""",265,--,Orthodox,"Jul 01, 1980"
http://www.ufcstats.com/fighter-details/6b64db453edf4c50,"5' 3""",115,"65""",Orthodox,"Nov 02, 1985"
http://www.ufcstats.com/fighter-details/cc900c6a71ed23f3,"5' 11""",145,"73""",Orthodox,"Mar 10, 1993"
http://www.ufcstats.com/fighter-details/92fa1401b7927da3,"6' 3""",230,"78""",Orthodox,"Oct 25, 1988"
http://www.ufcstats.com/fighter-details/21b8a0f5c231096f,"6' 1""",205,"75""",Orthodox,"Dec 20, 1964"
http://www.ufcstats.com/fighter-details/ffb20ae0db47ebe6,"6' 1""",185,--,,"Jan 28, 1982"
http://www.ufcstats.com/fighter-details/41e77dc504a192c6,"6' 0""",335,--,Orthodox,--
http://www.ufcstats.com/fighter-details/1235b31de15d0c6e,"5' 0""",115,"61""",Southpaw,"Feb 03, 1993"
http://www.ufcstats.com/fighter-details/a85998eb79650b2c,"6' 2""",205,--,Orthodox,"Jun 18, 1973"
http://www.ufcstats.com/fighter-details/2ebfbe72ed703925,"5' 10""",170,"68""",Orthodox,"Dec 12, 1985"
http://www.ufcstats.com/fighter-details/d450769115a193c2,"6' 2""",220,--,Orthodox,"Mar 14, 1982"
http://www.ufcstats.com/fighter-details/f9f07bb5a43535ed,"6' 2""",170,"75""",Orthodox,"Apr 26, 1984"
http://www.ufcstats.com/fighter-details/1c061eb6e29eaa0a,"5' 9""",170,--,Orthodox,--
http://www.ufcstats.com/fighter-details/3ab0df1ddd5f1dc2,"6' 1""",205,--,Orthodox,--
http://www.ufcstats.com/fighter-details/06d4eb8123087123,--,155,--,,--
http://www.ufcstats.com/fighter-details/e6daf9cdbf0da889,"6' 2""",205,--,,"Nov 07, 1979"
http://www.ufcstats.com/fighter-details/18f5669a92e99d92,"6' 1""",240,--,Orthodox,"Jul 19, 1974"
http://www.ufcstats.com/fighter-details/5efaaf313b652dd7,--,205,--,,--
http://www.ufcstats.com/fighter-details/fa238ecfd048f7d8,--,205,--,,"Sep 08, 1982"
http://www.ufcstats.com/fighter-details/88ffe9745e218dd8,"6' 0""",170,--,Orthodox,"Jul 02, 1987"
http://www.ufcstats.com/fighter-details/1b51895e5572cfda,"6' 1""",155,--,,--
http://www.ufcstats.com/fighter-details/d4a31850a7457f1b,"5' 3""",115,"64""",Switch,"Oct 22, 1991"
http://www.ufcstats.com/fighter-details/ce47f49e5c386a9c,"6' 0""",170,--,Orthodox,"Mar 17, 1977"
http://www.ufcstats.com/fighter-details/78bd6940d093fd33,--,155,--,,"May 05, 1984"
http://www.ufcstats.com/fighter-details/d967f0128c323de6,"5' 11""",235,"72""",Orthodox,"Mar 20, 1979"
http://www.ufcstats.com/fighter-details/2b91eff985b532cd,"6' 1""",170,"77""",Southpaw,"Aug 24, 1989"
http://www.ufcstats.com/fighter-details/8c8c92a12621d7e0,"6' 0""",170,"72""",Orthodox,"Mar 05, 1983"
http://www.ufcstats.com/fighter-details/3aa794cbe1e3484b,"6' 1""",265,--,Orthodox,"Oct 20, 1982"
http://www.ufcstats.com/fighter-details/1f9344211ca7fd60,"5' 10""",155,--,Orthodox,"May 18, 1978"
http://www.ufcstats.com/fighter-details/3f52ce18fb98008f,"5' 8""",145,"68""",Orthodox,"Aug 27, 1982"
http://www.ufcstats.com/fighter-details/4e9fb05d7e5e61b8,"6' 3""",260,--,Orthodox,"Nov 11, 1978"
http://www.ufcstats.com/fighter-details/7cb0946d51b8cde7,"5' 9""",145,--,,--
http://www.ufcstats.com/fighter-details/fe67cd6423f7a8ad,--,155,--,,--
http://www.ufcstats.com/fighter-details/673ea7dcc786b1b3,"5' 5""",135,"64""",Orthodox,"Jun 22, 1983"
http://www.ufcstats.com/fighter-details/afe8d5b39ff7fca2,"5' 9""",170,"71""",Orthodox,"Aug 27, 1995"
http://www.ufcstats.com/fighter-details/68d4a891e5cf2029,"5' 5""",135,"65""",Orthodox,"Dec 10, 1993"
http://www.ufcstats.com/fighter-details/1267b631db78665a,"6' 5""",255,--,,--
http://www.ufcstats.com/fighter-details/d150c6fbdb7687f4,"6' 4""",205,--,,--
http://www.ufcstats.com/fighter-details/2c010b26a3306969,"5' 11""",170,"71""",Switch,"Jul 15, 1994"
http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,"6' 1""",185,"72""",Orthodox,"Apr 21, 1991"
http://www.ufcstats.com/fighter-details/222d6b547de2e035,"5' 7""",155,--,Orthodox,--
http://www.ufcstats.com/fighter-details/28877eddb1c0b967,--,155,--,,--
http://www.ufcstats.com/fighter-details/325ad0dd9126d3df,"5' 9""",135,"73""",Switch,"Jul 06, 1994"
http://www.ufcstats.com/fighter-details/9fa3bd637edd9aa2,"5' 11""",170,"75""",Orthodox,"Feb 29, 1980"
http://www.ufcstats.com/fighter-details/8112c9a23dccc759,"5' 6""",145,--,Orthodox,"May 17, 1994"
http://www.ufcstats.com/fighter-details/d1528ac5675558b1,"5' 11""",205,"76""",Orthodox,"Nov 27, 1981"
http://www.ufcstats.com/fighter-details/3ec1e4ba98c9c85a,"5' 9""",155,--,Orthodox,"Nov 04, 1989"
http://www.ufcstats.com/fighter-details/46fd223e3ced39b3,"5' 10""",155,"73""",Orthodox,"Aug 27, 1982"
http://www.ufcstats.com/fighter-details/f584a6e0b5b74604,"6' 0""",230,"72""",Orthodox,"Oct 15, 1984"
http://www.ufcstats.com/fighter-details/dc9572dd6ec74859,"5' 11""",170,"72""",Orthodox,"Feb 22, 1988"
http://www.ufcstats.com/fighter-details/400c7b43c86d27d3,"5' 8""",185,--,,"Aug 04, 1969"
http://www.ufcstats.com/fighter-details/0aa92558424ced9e,"6' 1""",205,"75""",Orthodox,"Jun 22, 1963"
http://www.ufcstats.com/fighter-details/c9bbf1a0285a8076,"5' 10""",155,--,Orthodox,"Aug 02, 1968"
http://www.ufcstats.com/fighter-details/79ab17db3b40831a,"5' 8""",170,--,,--
http://www.ufcstats.com/fighter-details/84c43f0d25f15b0b,"5' 8""",135,--,Orthodox,"Dec 18, 1975"
http://www.ufcstats.com/fighter-details/15ec018d144710db,"5' 10""",170,"69""",Southpaw,"Jul 24, 1978"
http://www.ufcstats.com/fighter-details/25433871e4eee0f4,"5' 5""",155,--,Orthodox,"Jul 14, 1976"
http://www.ufcstats.com/fighter-details/eabf206b162b3b83,"6' 3""",205,"76""",Orthodox,"Nov 27, 1987"
http://www.ufcstats.com/fighter-details/8a70ceb3edbe757b,"6' 1""",170,"76""",Orthodox,"Jan 15, 1986"
http://www.ufcstats.com/fighter-details/89b8d1bf1ff09d1d,"6' 3""",185,"75""",Orthodox,"Jul 09, 1977"
http://www.ufcstats.com/fighter-details/480b702debcb5433,"6' 2""",170,--,Orthodox,"Oct 31, 1985"
http://www.ufcstats.com/fighter-details/15dedd05f8bcb475,--,145,--,,--
http://www.ufcstats.com/fighter-details/ed73c85164a5f5a4,"5' 6""",155,--,Southpaw,"Jun 04, 1970"
http://www.ufcstats.com/fighter-details/8944a0f9b2f0ce6d,--,155,--,,--
http://www.ufcstats.com/fighter-details/35b3772629e27a49,"5' 11""",155,"73""",Orthodox,"Jul 15, 1987"
http://www.ufcstats.com/fighter-details/98601a40e9d96047,--,155,--,,--
http://www.ufcstats.com/fighter-details/a9d6e047ce48ab63,"6' 3""",245,"76""",Orthodox,"Nov 08, 1989"
http://www.ufcstats.com/fighter-details/923767209632e08a,"6' 0""",155,"72""",Southpaw,"Oct 04, 1994"
http://www.ufcstats.com/fighter-details/22ee260735da0d58,"5' 7""",155,--,Orthodox,"Nov 25, 1979"
http://www.ufcstats.com/fighter-details/70e1f8a821b72c8b,"6' 2""",205,"74""",Orthodox,"Mar 04, 1996"
http://www.ufcstats.com/fighter-details/5f99b2bafb10305f,"5' 8""",155,"72""",Switch,"Jun 11, 1985"
http://www.ufcstats.com/fighter-details/683ea28a198936fe,"5' 7""",155,--,Orthodox,"Jul 23, 1986"
http://www.ufcstats.com/fighter-details/6aa1cbc1466e9a0b,"6' 4""",232,--,Orthodox,"Apr 24, 1978"
http://www.ufcstats.com/fighter-details/10f3ba6cd2f44a97,"5' 8""",135,"68""",Orthodox,"Mar 09, 1985"
http://www.ufcstats.com/fighter-details/003d82fa384ca1d0,"6' 0""",145,"78""",Switch,"Sep 20, 1989"
http://www.ufcstats.com/fighter-details/e59b13321562eed3,--,145,--,,"Mar 25, 1986"
http://www.ufcstats.com/fighter-details/2f8f3c69522db931,"5' 7""",139,--,Orthodox,"Apr 21, 1987"
http://www.ufcstats.com/fighter-details/6751eacd16bd59bc,"5' 10""",155,"73""",Orthodox,"May 24, 1994"
http://www.ufcstats.com/fighter-details/05e4be525cb3578c,--,205,--,,--
http://www.ufcstats.com/fighter-details/e51e5cb722bd47a8,"6' 2""",205,"76""",Orthodox,"Nov 16, 1980"
http://www.ufcstats.com/fighter-details/05b43e0ead3df345,"5' 4""",115,"65""",Orthodox,"Apr 11, 1991"
http://www.ufcstats.com/fighter-details/4ba8d454f762005d,"6' 0""",185,"75""",Southpaw,"Aug 02, 1984"
http://www.ufcstats.com/fighter-details/93ce4ac89e3d7652,"6' 0""",170,"74""",Orthodox,"Apr 27, 1980"
http://www.ufcstats.com/fighter-details/305bde44ff664788,"6' 2""",205,"77""",Orthodox,"Jun 24, 1993"
http://www.ufcstats.com/fighter-details/46f11d15c0134fe3,"6' 2""",240,--,Orthodox,--
http://www.ufcstats.com/fighter-details/d8291d0dd63da29c,"5' 9""",145,--,,"Aug 31, 1987"
http://www.ufcstats.com/fighter-details/a8ea84cbe1655f0a,"5' 6""",135,"69""",Orthodox,"Sep 02, 1977"
http://www.ufcstats.com/fighter-details/ee457ef1e1c326c1,"5' 8""",170,--,Orthodox,--
http://www.ufcstats.com/fighter-details/44a94bbde42246e4,"5' 9""",155,--,Orthodox,"Feb 07, 1989"
http://www.ufcstats.com/fighter-details/5713c1d2fac539ac,"6' 3""",245,--,Orthodox,"Jun 29, 1988"
http://www.ufcstats.com/fighter-details/bc7230f231701d66,"5' 6""",135,"70""",Southpaw,"Jan 25, 1984"
http://www.ufcstats.com/fighter-details/5442f1bc4b47eaf3,"5' 10""",170,--,Orthodox,"Jul 15, 1987"
http://www.ufcstats.com/fighter-details/05866d8c3a321856,"5' 9""",185,"73""",Orthodox,"Jun 08, 1971"
http://www.ufcstats.com/fighter-details/4acb99524a9a81ab,"5' 7""",135,--,,--
http://www.ufcstats.com/fighter-details/ec421d5de0aea624,"5' 11""",155,--,,"Dec 07, 1980"
http://www.ufcstats.com/fighter-details/528c24b99fbaab79,"5' 7""",135,"71""",Orthodox,"Aug 03, 1978"
http://www.ufcstats.com/fighter-details/a5b0bd216d8ba84e,"5' 9""",154,--,Southpaw,"May 18, 1975"
http://www.ufcstats.com/fighter-details/37e03538c960bac6,"6' 2""",205,--,Orthodox,"Nov 25, 1991"
http://www.ufcstats.com/fighter-details/32ba186f4b0e3267,"6' 0""",170,"73""",Southpaw,"Nov 27, 1980"
http://www.ufcstats.com/fighter-details/cd13728ae1151f46,"6' 1""",205,"75""",Southpaw,"Dec 14, 1993"
http://www.ufcstats.com/fighter-details/40ff198adda94b9f,"5' 8""",145,"68""",Orthodox,"Feb 16, 1986"
http://www.ufcstats.com/fighter-details/e56daf7725a0b5ab,"5' 10""",155,"70""",Orthodox,"Jan 26, 1983"
http://www.ufcstats.com/fighter-details/5f04e3d58d9ce982,"5' 9""",155,"73""",Southpaw,"Sep 30, 1976"
http://www.ufcstats.com/fighter-details/e6904a03a66e711d,--,145,--,,"Aug 28, 1989"
http://www.ufcstats.com/fighter-details/ef44e4ea9050f2ea,"5' 8""",155,"72""",Orthodox,"Sep 11, 1990"
http://www.ufcstats.com/fighter-details/eae4aec1a5a8ff01,"5' 11""",170,--,Orthodox,--
http://www.ufcstats.com/fighter-details/f9ab66e67240db7b,"5' 8""",135,"70""",Orthodox,"Sep 29, 1995"
http://www.ufcstats.com/fighter-details/5e6294b37bbef029,"5' 6""",135,"68""",Orthodox,"Aug 12, 1988"
http://www.ufcstats.com/fighter-details/27fc9218a3653e3c,"6' 1""",235,--,Orthodox,"Jun 28, 1978"
http://www.ufcstats.com/fighter-details/0577808d22dfe79c,"6' 6""",253,--,Orthodox,"Dec 10, 1975"
http://www.ufcstats.com/fighter-details/e873203fd50542f6,"6' 4""",205,--,,--
http://www.ufcstats.com/fighter-details/e295b96f135d758a,"5' 7""",135,--,,"Jul 17, 1985"
http://www.ufcstats.com/fighter-details/f2688492b9a525a3,"5' 6""",135,"68""",Orthodox,"Oct 16, 1981"
http://www.ufcstats.com/fighter-details/58bc81376286b3d3,"5' 10""",155,"72""",Orthodox,--
http://www.ufcstats.com/fighter-details/d81ac739417d7f53,"5' 9""",170,"71""",Orthodox,"Mar 28, 1985"
http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,"6' 2""",170,"74""",Southpaw,"Aug 25, 1991"
http://www.ufcstats.com/fighter-details/8e8e4487c621aa1c,"5' 9""",155,"72""",Orthodox,"Mar 28, 1985"
http://www.ufcstats.com/fighter-details/e60d773a0a42048a,"5' 9""",170,--,Orthodox,--
http://www.ufcstats.com/fighter-details/22d80fb67e50ab0b,--,--,--,,--
http://www.ufcstats.com/fighter-details/77350fd0e6d1dba8,"5' 4""",115,--,,"Nov 15, 1982"
http://www.ufcstats.com/fighter-details/92a9aa9c93192871,"5' 10""",145,"71""",Orthodox,"May 16, 1984"
http://www.ufcstats.com/fighter-details/1741343f0ca34dd5,"5' 8""",135,--,,"Mar 18, 1989"
http://www.ufcstats.com/fighter-details/5f3da9a9610d8969,"5' 9""",135,"71""",Switch,"Apr 27, 1987"
http://www.ufcstats.com/fighter-details/45c8fed13a62fe92,"5' 4""",135,--,,"Jun 26, 1992"
http://www.ufcstats.com/fighter-details/f54200f1dfb9b5d4,"6' 6""",255,--,Orthodox,"Aug 02, 1981"
http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62,"5' 7""",125,"66""",Southpaw,"Dec 24, 1986"
http://www.ufcstats.com/fighter-details/1536a25e16fc299b,"5' 3""",115,--,Orthodox,"Oct 06, 1984"
http://www.ufcstats.com/fighter-details/dc0f07928009a127,"5' 9""",155,"70""",Orthodox,"Jul 30, 1981"
http://www.ufcstats.com/fighter-details/abd5fb12437eda21,"5' 10""",170,"76""",Southpaw,"May 23, 1987"
http://www.ufcstats.com/fighter-details/e00a3dee329a51f7,"5' 10""",145,"74""",Orthodox,"Jul 24, 1989"
http://www.ufcstats.com/fighter-details/330bafba312face4,"6' 0""",170,"77""",Switch,"Aug 10, 1991"
http://www.ufcstats.com/fighter-details/b8da6f5c80ae2d15,"6' 0""",230,"74""",Orthodox,"Sep 28, 1976"
http://www.ufcstats.com/fighter-details/d2f310b5b072e986,"6' 2""",170,--,,--
http://www.ufcstats.com/fighter-details/e3f443e4cbc3da8f,"5' 11""",155,--,,"Oct 16, 1975"
http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41,"5' 6""",145,"70""",Orthodox,"Mar 04, 1985"
http://www.ufcstats.com/fighter-details/993d385f5a475375,"6' 3""",185,"78""",Orthodox,"Aug 15, 1991"
http://www.ufcstats.com/fighter-details/d238217e0f8ea8e1,"5' 10""",145,--,Orthodox,"May 27, 1987"
http://www.ufcstats.com/fighter-details/bc7cf284c1c2f16e,"5' 7""",160,--,Orthodox,--
http://www.ufcstats.com/fighter-details/d7adfcfdf7c6c1f8,"5' 5""",135,--,Orthodox,"Nov 19, 1986"
http://www.ufcstats.com/fighter-details/22061ff217907c78,"5' 11""",230,--,Orthodox,"Jan 31, 1983"
http://www.ufcstats.com/fighter-details/7b9a85e5ff31ef47,"6' 3""",280,--,Orthodox,--
http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a,"6' 1""",145,"74""",Southpaw,"Jul 31, 1989"
http://www.ufcstats.com/fighter-details/984b0c4c6e773a1c,--,130,--,,"Aug 23, 1986"
http://www.ufcstats.com/fighter-details/daf9be103c1edbbd,"6' 2""",192,--,,--
http://www.ufcstats.com/fighter-details/c26ea30823f37316,"6' 0""",170,--,,--
http://www.ufcstats.com/fighter-details/74061adb224be3cc,"5' 9""",155,--,,--
http://www.ufcstats.com/fighter-details/f7ede18b4ec4ec1f,--,130,--,,--
http://www.ufcstats.com/fighter-details/b36874652ed7715d,--,205,--,,--
http://www.ufcstats.com/fighter-details/d910665038efc639,"5' 1""",115,"63""",Orthodox,"Oct 10, 1987"
http://www.ufcstats.com/fighter-details/83fd97284f4bb4a4,"5' 9""",155,"71""",Orthodox,"Jan 15, 1986"
http://www.ufcstats.com/fighter-details/215a70f073a7b726,"5' 6""",125,"69""",Orthodox,"Nov 08, 1989"
http://www.ufcstats.com/fighter-details/0e4daed84a8f39a6,"5' 11""",350,--,Orthodox,"Aug 03, 1968"
http://www.ufcstats.com/fighter-details/5df17b3620145578,"5' 7""",135,"72""",Orthodox,"Aug 30, 1981"
http://www.ufcstats.com/fighter-details/ccf5dc41417e9daf,"6' 3""",255,"80""",,"Oct 09, 1980"
http://www.ufcstats.com/fighter-details/411539901068522f,"5' 1""",115,"64""",Orthodox,"May 07, 1986"
http://www.ufcstats.com/fighter-details/8d5daf67983b65ba,"6' 0""",180,--,Southpaw,--
http://www.ufcstats.com/fighter-details/74b5736f1df40be3,--,135,--,,--
http://www.ufcstats.com/fighter-details/ee779c43a8926d52,"6' 0""",205,"75""",Orthodox,"Sep 25, 1979"
http://www.ufcstats.com/fighter-details/33011768c3c4dc9a,"6' 1""",155,"73""",Orthodox,"Jan 11, 1986"
http://www.ufcstats.com/fighter-details/ed220e87bef0cc64,--,145,--,,--
http://www.ufcstats.com/fighter-details/d3de4a24f7eefac8,"5' 9""",155,--,Orthodox,"Oct 10, 1980"
http://www.ufcstats.com/fighter-details/9766ed20b68c7c33,"5' 8""",155,"68""",Orthodox,"Oct 07, 1980"
http://www.ufcstats.com/fighter-details/fc6e681bf6658faf,"5' 8""",135,"67""",Orthodox,"Jul 09, 1987"
http://www.ufcstats.com/fighter-details/b12a1d19ee383b7c,"5' 7""",135,"70""",Orthodox,"Jun 04, 1981"
http://www.ufcstats.com/fighter-details/76e2870ffafbe38f,"5' 7""",145,"72""",Orthodox,"Feb 11, 1994"
http://www.ufcstats.com/fighter-details/4234f0097c83fa62,"5' 4""",135,"67""",Orthodox,"Apr 27, 1985"
http://www.ufcstats.com/fighter-details/dd8aec6de7035943,"6' 3""",250,--,Orthodox,"Jun 01, 1974"
http://www.ufcstats.com/fighter-details/5f6f049d54728e88,"5' 8""",135,"75""",Southpaw,"Jan 21, 1988"
http://www.ufcstats.com/fighter-details/0798f558681d0eb5,--,185,--,,"Sep 30, 1985"
http://www.ufcstats.com/fighter-details/59279a7c978f7da0,"5' 10""",155,"70""",Orthodox,"Apr 30, 1987"
http://www.ufcstats.com/fighter-details/4565d435005319c0,"5' 7""",178,--,Orthodox,--
http://www.ufcstats.com/fighter-details/f72465a784c1b084,"5' 6""",125,"66""",Orthodox,"Jul 27, 1986"
http://www.ufcstats.com/fighter-details/c3218c810959d279,"6' 3""",205,"78""",Orthodox,"May 21, 1995"
http://www.ufcstats.com/fighter-details/82a5152216251682,"5' 7""",145,"71""",Orthodox,"Aug 06, 1991"
http://www.ufcstats.com/fighter-details/7b6ce3a9460565b5,"5' 9""",170,--,Orthodox,--
http://www.ufcstats.com/fighter-details/263ebd4a669e1e98,"5' 8""",155,--,Orthodox,"Jul 28, 1970"
http://www.ufcstats.com/fighter-details/df9e9c1f65805d29,"5' 9""",210,--,Orthodox,--
http://www.ufcstats.com/fighter-details/b71667c778b6d9e5,"5' 9""",205,--,Orthodox,"Nov 21, 1966"
http://www.ufcstats.com/fighter-details/a4dd5c9a75763295,"5' 4""",139,--,Southpaw,"Feb 10, 1976"
http://www.ufcstats.com/fighter-details/81f38d1640c4e70d,"5' 11""",168,--,Orthodox,"Aug 24, 1975"
http://www.ufcstats.com/fighter-details/7f0f171414d0a287,"6' 0""",170,"76""",Orthodox,"Jan 25, 1995"
http://www.ufcstats.com/fighter-details/881bf86d4cba8578,"6' 3""",185,"75""",Orthodox,"Mar 01, 1995"
http://www.ufcstats.com/fighter-details/4908c5ee68a50ee5,"6' 7""",265,--,Orthodox,"Mar 13, 1977"
http://www.ufcstats.com/fighter-details/f0a381ba65d2a933,--,--,--,,--
http://www.ufcstats.com/fighter-details/2ce6541127b0e232,"5' 8""",220,--,Orthodox,--
http://www.ufcstats.com/fighter-details/e7fe5315b1efeb92,"6' 3""",205,--,Orthodox,"May 29, 1986"
http://www.ufcstats.com/fighter-details/199eb7cf6ae90294,"5' 9""",125,"71""",Orthodox,"Jun 14, 1997"
http://www.ufcstats.com/fighter-details/0cf935519d439ba6,"5' 10""",210,--,Orthodox,"Apr 15, 1967"
http://www.ufcstats.com/fighter-details/37a6c95201592fea,"5' 9""",190,--,Southpaw,"Jul 04, 1965"
http://www.ufcstats.com/fighter-details/a61a0cd2829e5d4e,"5' 8""",145,--,,"Mar 18, 1980"
http://www.ufcstats.com/fighter-details/d5b7fac960e58920,"5' 10""",170,--,,"Apr 22, 1987"
http://www.ufcstats.com/fighter-details/1e75e6c9de99fa76,"6' 1""",205,--,,--
http://www.ufcstats.com/fighter-details/43a59ce3bb40449e,"5' 3""",125,"65""",Orthodox,"Aug 19, 1994"
http://www.ufcstats.com/fighter-details/a47c2a6e24757932,"5' 8""",155,--,,"Jan 10, 1986"
http://www.ufcstats.com/fighter-details/b5882371e2a3900d,"5' 9""",168,--,Southpaw,"Aug 10, 1979"
http://www.ufcstats.com/fighter-details/a7f4d0902bb64092,"6' 2""",205,"75""",Orthodox,"Sep 12, 1978"
http://www.ufcstats.com/fighter-details/05a0556072931f01,"5' 9""",161,--,Southpaw,"Dec 30, 1979"
http://www.ufcstats.com/fighter-details/88cd34d836b4ebcd,"5' 7""",135,"69""",Southpaw,"Jul 23, 1991"
http://www.ufcstats.com/fighter-details/119ebea97e914dcf,"5' 11""",205,--,Orthodox,--
http://www.ufcstats.com/fighter-details/c8a49ff2acb6f3c5,"5' 11""",240,--,Orthodox,"Dec 19, 1986"
http://www.ufcstats.com/fighter-details/135d124172a0bea3,"5' 9""",155,"70""",Orthodox,"Feb 03, 1991"
http://www.ufcstats.com/fighter-details/eb89dc31949a1427,"5' 10""",170,--,,"Oct 12, 1979"
http://www.ufcstats.com/fighter-details/f3155a94ca420126,"6' 0""",185,--,Orthodox,"Aug 05, 1968"
http://www.ufcstats.com/fighter-details/82f5c81f4e3c3eb5,"5' 6""",154,--,Southpaw,"Dec 29, 1978"
http://www.ufcstats.com/fighter-details/da6dfd09cca1d705,"5' 7""",205,--,Orthodox,"Feb 23, 1968"
http://www.ufcstats.com/fighter-details/d1e1fdcea7c8a90a,"5' 7""",135,"69""",Orthodox,"Sep 19, 1983"
http://www.ufcstats.com/fighter-details/ac5f67109accb482,"5' 3""",155,--,Orthodox,--
http://www.ufcstats.com/fighter-details/243b07fc65ccbb16,"5' 9""",205,--,Orthodox,--
http://www.ufcstats.com/fighter-details/1788eee370f077b7,"5' 11""",250,"73""",Southpaw,"Oct 09, 1986"
http://www.ufcstats.com/fighter-details/53e4e21f4c688801,--,205,--,Orthodox,"Jun 22, 1982"
http://www.ufcstats.com/fighter-details/3c5005b66696d790,"6' 2""",185,"74""",Orthodox,"Jan 23, 1990"
http://www.ufcstats.com/fighter-details/9e8f6c728eb01124,"5' 11""",155,"70""",Orthodox,"Nov 14, 1988"
http://www.ufcstats.com/fighter-details/fe98f86284a6eeb3,"5' 6""",125,--,Orthodox,"Apr 01, 1994"
http://www.ufcstats.com/fighter-details/fcd8b623892b9a10,--,178,--,,--
http://www.ufcstats.com/fighter-details/a7a79b8efbceaaac,"6' 2""",185,--,Orthodox,"Jun 23, 1982"
http://www.ufcstats.com/fighter-details/afc2a7ce0c763bd5,"5' 11""",155,--,Southpaw,"Jan 09, 1984"
http://www.ufcstats.com/fighter-details/ec34349e7dffcde7,"5' 4""",115,"63""",Orthodox,"Dec 07, 1988"
http://www.ufcstats.com/fighter-details/837d30395faca41e,"5' 5""",135,--,Orthodox,"Dec 29, 1989"
http://www.ufcstats.com/fighter-details/a54660deb6a8489c,"5' 7""",135,--,,"May 17, 1996"
http://www.ufcstats.com/fighter-details/b8592b4a383696cd,"5' 5""",135,"65""",Southpaw,"Oct 10, 1984"
http://www.ufcstats.com/fighter-details/06dc1a58663579d2,"6' 0""",170,--,Orthodox,"May 18, 1981"
http://www.ufcstats.com/fighter-details/0876d21328cf4a45,"5' 11""",135,--,Orthodox,"Jan 12, 1978"
http://www.ufcstats.com/fighter-details/cc81c92fe2254935,"5' 10""",170,--,Southpaw,"Sep 23, 1986"
http://www.ufcstats.com/fighter-details/8e6cfbd455f0f9c2,"6' 3""",185,--,,--
http://www.ufcstats.com/fighter-details/9e50097a89442158,"6' 2""",170,"74""",Switch,"Jan 22, 1992"
http://www.ufcstats.com/fighter-details/8a1b4330c7957961,"6' 2""",185,--,Orthodox,"Feb 16, 1979"
http://www.ufcstats.com/fighter-details/96706c75a2b14164,"6' 5""",265,--,,--
http://www.ufcstats.com/fighter-details/7e654edcddd71550,"5' 3""",145,--,,--
http://www.ufcstats.com/fighter-details/ad3fdba28a7540cf,--,155,--,,--
